mode,name,set,accuracy,precision,recall,f1-score,support,report
Label,Proposed_Hybrid_CNN_LSTM,0,0.9765024276811943,0.9795834935643406,0.9737221935228046,0.9760984946056739,3073509,"{'Normal': {'precision': 0.9594766845780959, 'recall': 0.9997630561639205, 'f1-score': 0.9792056812082933, 'support': 1700825}, 'Attack': {'precision': 0.9996903025505852, 'recall': 0.9476813308816887, 'f1-score': 0.9729913080030546, 'support': 1372684}, 'accuracy': 0.9765024276811943, 'macro avg': {'precision': 0.9795834935643406, 'recall': 0.9737221935228046, 'f1-score': 0.9760984946056739, 'support': 3073509}, 'weighted avg': {'precision': 0.9774368044192769, 'recall': 0.9765024276811943, 'f1-score': 0.9764302311709385, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,0,0.973990640665116,0.9775497369406021,0.9708844637324088,0.9735240699514582,3073509,"{'Normal': {'precision': 0.9551280935322299, 'recall': 0.999978245851278, 'f1-score': 0.977038738296765, 'support': 1700825}, 'Attack': {'precision': 0.9999713803489741, 'recall': 0.9417906816135396, 'f1-score': 0.9700094016061515, 'support': 1372684}, 'accuracy': 0.973990640665116, 'macro avg': {'precision': 0.9775497369406021, 'recall': 0.9708844637324088, 'f1-score': 0.9735240699514582, 'support': 3073509}, 'weighted avg': {'precision': 0.9751559061466571, 'recall': 0.973990640665116, 'f1-score': 0.9738993110148477, 'support': 3073509}}"
Label,Dataset_Authors,0,0.4841436937389804,0.6655817840757824,0.5324469211977491,0.3884441155012686,3073509,"{'Normal': {'precision': 0.8676446212497928, 'recall': 0.0800182264489292, 'f1-score': 0.1465233842372461, 'support': 1700825}, 'Attack': {'precision': 0.4635189469017719, 'recall': 0.9848756159465689, 'f1-score': 0.6303648467652911, 'support': 1372684}, 'accuracy': 0.4841436937389804, 'macro avg': {'precision': 0.6655817840757824, 'recall': 0.5324469211977491, 'f1-score': 0.3884441155012686, 'support': 3073509}, 'weighted avg': {'precision': 0.6871548790148624, 'recall': 0.4841436937389804, 'f1-score': 0.3626156208790932, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,1,0.9766452611656579,0.9797480634759174,0.9738563786086658,0.9762431842806674,3073509,"{'Normal': {'precision': 0.9595245671164188, 'recall': 0.999978245851278, 'f1-score': 0.97933382603631, 'support': 1700825}, 'Attack': {'precision': 0.999971559835416, 'recall': 0.9477345113660537, 'f1-score': 0.9731525425250246, 'support': 1372684}, 'accuracy': 0.9766452611656579, 'macro avg': {'precision': 0.9797480634759174, 'recall': 0.9738563786086658, 'f1-score': 0.9762431842806674, 'support': 3073509}, 'weighted avg': {'precision': 0.9775889162865314, 'recall': 0.9766452611656579, 'f1-score': 0.9765731544471248, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,1,0.9791570481817362,0.981838595255082,0.9766732367507377,0.9788124106715588,3073509,"{'Normal': {'precision': 0.963758178564426, 'recall': 0.9999376773036615, 'f1-score': 0.9815146390173536, 'support': 1700825}, 'Attack': {'precision': 0.999919011945738, 'recall': 0.9534087961978139, 'f1-score': 0.9761101823257639, 'support': 1372684}, 'accuracy': 0.9791570481817362, 'macro avg': {'precision': 0.981838595255082, 'recall': 0.9766732367507377, 'f1-score': 0.9788124106715588, 'support': 3073509}, 'weighted avg': {'precision': 0.9799082524406348, 'recall': 0.9791570481817362, 'f1-score': 0.9791009121568699, 'support': 3073509}}"
Label,Dataset_Authors,1,0.8440238827997575,0.8843506499163133,0.8263524780211291,0.8332901980196645,3073509,"{'Normal': {'precision': 0.7837152420484399, 'recall': 0.991870415827613, 'f1-score': 0.8755916219225149, 'support': 1700825}, 'Attack': {'precision': 0.9849860577841867, 'recall': 0.6608345402146452, 'f1-score': 0.790988774116814, 'support': 1372684}, 'accuracy': 0.8440238827997575, 'macro avg': {'precision': 0.8843506499163133, 'recall': 0.8263524780211291, 'f1-score': 0.8332901980196645, 'support': 3073509}, 'weighted avg': {'precision': 0.8736063822492357, 'recall': 0.8440238827997575, 'f1-score': 0.8378064794233973, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,2,0.9788209502558801,0.9815620459214269,0.9762938042404029,0.9784687125594758,3073509,"{'Normal': {'precision': 0.963170738199238, 'recall': 0.999964135052107, 'f1-score': 0.9812226426763574, 'support': 1700825}, 'Attack': {'precision': 0.9999533536436157, 'recall': 0.9526234734286988, 'f1-score': 0.9757147824425942, 'support': 1372684}, 'accuracy': 0.9788209502558801, 'macro avg': {'precision': 0.9815620459214269, 'recall': 0.9762938042404029, 'f1-score': 0.9784687125594758, 'support': 3073509}, 'weighted avg': {'precision': 0.9795985110473573, 'recall': 0.9788209502558801, 'f1-score': 0.9787627339475649, 'support': 3073509}}"
Label,Inspired_CNN_LSTM,2,0.9788521849130749,0.9815811578225796,0.9763329184498231,0.9785008558807196,3073509,"{'Normal': {'precision': 0.9632540639550788, 'recall': 0.999929446004145, 'f1-score': 0.9812491778232683, 'support': 1700825}, 'Attack': {'precision': 0.9999082516900804, 'recall': 0.9527363908955011, 'f1-score': 0.9757525339381709, 'support': 1372684}, 'accuracy': 0.9788521849130749, 'macro avg': {'precision': 0.9815811578225796, 'recall': 0.9763329184498231, 'f1-score': 0.9785008558807196, 'support': 3073509}, 'weighted avg': {'precision': 0.9796244786949846, 'recall': 0.9788521849130749, 'f1-score': 0.9787942785160689, 'support': 3073509}}"
Label,Dataset_Authors,2,0.8474186996036127,0.8919339934601815,0.8291813702206772,0.8364160190927243,3073509,"{'Normal': {'precision': 0.7838679869203631, 'recall': 1.0, 'f1-score': 0.8788408028708653, 'support': 1700825}, 'Attack': {'precision': 1.0, 'recall': 0.6583627404413543, 'f1-score': 0.7939912353145834, 'support': 1372684}, 'accuracy': 0.8474186996036127, 'macro avg': {'precision': 0.8919339934601815, 'recall': 0.8291813702206772, 'f1-score': 0.8364160190927243, 'support': 3073509}, 'weighted avg': {'precision': 0.8803964032165926, 'recall': 0.8474186996036127, 'f1-score': 0.8409454709257084, 'support': 3073509}}"
Label,Proposed_Hybrid_CNN_LSTM,3,0.9791934886151301,0.9818696607760382,0.9767137516391029,0.9788496391923986,3073509,"{'Normal': {'precision': 0.9638172472613724, 'recall': 0.9999400291035233, 'f1-score': 0.9815464038010098, 'support': 1700825}, 'Attack': {'precision': 0.9999220742907041, 'recall': 0.9534874741746826, 'f1-score': 0.9761528745837875, 'support': 1372684}, 'accuracy': 0.9791934886151301, 'macro avg': {'precision': 0.9818696607760382, 'recall': 0.9767137516391029, 'f1-score': 0.9788496391923986, 'support': 3073509}, 'weighted avg': {'precision': 0.9799423077007371, 'recall': 0.9791934886151301, 'f1-score': 0.9791375573456997, 'support': 3073509}}"
