mode,name,set,accuracy,precision,recall,f1-score,support,report
Type,Inspired_CNN_LSTM,3,0.9688649032750514,0.878559684841146,0.707702428754605,0.7523691832964491,3073509,"{'Back': {'precision': 0.9243580846634282, 'recall': 0.27721123829344435, 'f1-score': 0.42651296829971186, 'support': 4805}, 'HTTP': {'precision': 0.857729183083793, 'recall': 0.6339610736300538, 'f1-score': 0.7290614272557283, 'support': 41206}, 'ICMP': {'precision': 0.9979821054635446, 'recall': 0.999885561701316, 'f1-score': 0.9989329268292684, 'support': 26215}, 'TCP': {'precision': 0.999997523452901, 'recall': 0.999997523452901, 'f1-score': 0.999997523452901, 'support': 403788}, 'UDP': {'precision': 0.9999843804424395, 'recall': 0.9999890662584736, 'f1-score': 0.9999867233449673, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9558258977369224, 'recall': 0.999978245851278, 'f1-score': 0.9774037013794545, 'support': 1700825}, 'Fing': {'precision': 0.9620253164556962, 'recall': 0.4444444444444444, 'f1-score': 0.608, 'support': 171}, 'Pwd': {'precision': 0.9739886217757606, 'recall': 0.6920554063012456, 'f1-score': 0.8091672008858325, 'support': 200627}, 'Port': {'precision': 0.7372599704579025, 'recall': 0.9994993742177722, 'f1-score': 0.8485814472425884, 'support': 3995}, 'Rans': {'precision': 0.4405034324942792, 'recall': 0.3973168214654283, 'f1-score': 0.4177970699945741, 'support': 1938}, 'SQL': {'precision': 0.5346502850718702, 'recall': 0.654992621741269, 'f1-score': 0.5887346361305155, 'support': 10165}, 'Upload': {'precision': 0.9037037037037037, 'recall': 0.38119820676538513, 'f1-score': 0.5362124976113128, 'support': 7361}, 'Scan': {'precision': 0.9887824897400821, 'recall': 0.8691081489624846, 'f1-score': 0.9250909622803649, 'support': 29108}, 'XSS': {'precision': 0.9016042780748663, 'recall': 0.2797875871224693, 'f1-score': 0.42705167173252284, 'support': 3013}, 'accuracy': 0.9688649032750514, 'macro avg': {'precision': 0.878559684841146, 'recall': 0.707702428754605, 'f1-score': 0.7523691832964491, 'support': 3073509}, 'weighted avg': {'precision': 0.9691416817296226, 'recall': 0.9688649032750514, 'f1-score': 0.9661696469367124, 'support': 3073509}}"
Type,Dataset_Authors,3,0.7578972438343274,0.11304349549764646,0.13212121079031927,0.12075594036264188,3073509,"{'Back': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4805}, 'HTTP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 41206}, 'ICMP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 26215}, 'TCP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 403788}, 'UDP': {'precision': 0.9999984091151339, 'recall': 0.9818187498047546, 'f1-score': 0.9908251963861945, 'support': 640220}, 'MITM': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 72}, 'Normal': {'precision': 0.6956540233495628, 'recall': 0.9999994120500345, 'f1-score': 0.8205139090534337, 'support': 1700825}, 'Fing': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 171}, 'Pwd': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 200627}, 'Port': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 10165}, 'Upload': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7361}, 'Scan': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29108}, 'XSS': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3013}, 'accuracy': 0.7578972438343274, 'macro avg': {'precision': 0.11304349549764646, 'recall': 0.13212121079031927, 'f1-score': 0.12075594036264188, 'support': 3073509}, 'weighted avg': {'precision': 0.5932648109204206, 'recall': 0.7578972438343274, 'f1-score': 0.6604492378568522, 'support': 3073509}}"
Type,Proposed_Hybrid_CNN_LSTM,4,0.9743029872370635,0.8298415700380591,0.714528840091303,0.7505376703708749,3073509,"{'Back': {'precision': 0.6930754834684966, 'recall': 0.46243496357960456, 'f1-score': 0.5547372363000873, 'support': 4805}, 'HTTP': {'precision': 0.849047234808516, 'recall': 0.6639324370237344, 'f1-score': 0.7451653320259302, 'support': 41206}, 'ICMP': {'precision': 0.9982861060329068, 'recall': 0.9998474156017547, 'f1-score': 0.9990661508261708, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999828185403569, 'recall': 0.9999906282215488, 'f1-score': 0.9999867233657049, 'support': 640220}, 'MITM': {'precision': 0.9855072463768116, 'recall': 0.9444444444444444, 'f1-score': 0.9645390070921985, 'support': 72}, 'Normal': {'precision': 0.9638399566580451, 'recall': 0.9999647230020725, 'f1-score': 0.981570076963765, 'support': 1700825}, 'Fing': {'precision': 0.95, 'recall': 0.4444444444444444, 'f1-score': 0.6055776892430278, 'support': 171}, 'Pwd': {'precision': 0.9844144849083469, 'recall': 0.7650216571049759, 'f1-score': 0.8609612919692265, 'support': 200627}, 'Port': {'precision': 0.7372990947718455, 'recall': 0.9989987484355445, 'f1-score': 0.8484268707482993, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.6206317867719645, 'recall': 0.6184948352188884, 'f1-score': 0.6195614683419562, 'support': 10165}, 'Upload': {'precision': 0.9664938173115277, 'recall': 0.3291672327129466, 'f1-score': 0.49108228617754357, 'support': 7361}, 'Scan': {'precision': 0.9695866030863965, 'recall': 0.8871444276487563, 'f1-score': 0.9265352254175562, 'support': 29108}, 'XSS': {'precision': 0.7294589178356713, 'recall': 0.604049120477929, 'f1-score': 0.6608569353667392, 'support': 3013}, 'accuracy': 0.9743029872370635, 'macro avg': {'precision': 0.8298415700380591, 'recall': 0.714528840091303, 'f1-score': 0.7505376703708749, 'support': 3073509}, 'weighted avg': {'precision': 0.9735871746680976, 'recall': 0.9743029872370635, 'f1-score': 0.9722461316391596, 'support': 3073509}}"
Type,Inspired_CNN_LSTM,4,0.9744780314617592,0.8260475676969496,0.7320576809243514,0.7544185746581813,3073509,"{'Back': {'precision': 0.6626794258373205, 'recall': 0.9223725286160249, 'f1-score': 0.7712520664752458, 'support': 4805}, 'HTTP': {'precision': 0.9518094265285276, 'recall': 0.6331844876959666, 'f1-score': 0.7604710134367075, 'support': 41206}, 'ICMP': {'precision': 0.9985143423107691, 'recall': 0.999885561701316, 'f1-score': 0.9991994815690161, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999984380247261, 'recall': 0.9999906282215488, 'f1-score': 0.9999945331078891, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9637703743831869, 'recall': 0.9999741302015198, 'f1-score': 0.9815385245766822, 'support': 1700825}, 'Fing': {'precision': 0.8478260869565217, 'recall': 0.45614035087719296, 'f1-score': 0.5931558935361217, 'support': 171}, 'Pwd': {'precision': 0.9765599648781232, 'recall': 0.7650166727309884, 'f1-score': 0.85794060269317, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.6006022447303586, 'recall': 0.6475159862272504, 'f1-score': 0.6231774285173263, 'support': 10165}, 'Upload': {'precision': 0.997119341563786, 'recall': 0.3291672327129466, 'f1-score': 0.4949443366356859, 'support': 7361}, 'Scan': {'precision': 0.9662518219531337, 'recall': 0.88820942696166, 'f1-score': 0.9255884722097915, 'support': 29108}, 'XSS': {'precision': 0.6881859264041317, 'recall': 0.35380019913707267, 'f1-score': 0.4673388864533099, 'support': 3013}, 'accuracy': 0.9744780314617592, 'macro avg': {'precision': 0.8260475676969496, 'recall': 0.7320576809243514, 'f1-score': 0.7544185746581813, 'support': 3073509}, 'weighted avg': {'precision': 0.9743011931049607, 'recall': 0.9744780314617592, 'f1-score': 0.9724007751262455, 'support': 3073509}}"
Type,Dataset_Authors,4,0.5534019910141795,0.09303337701845318,0.12592580833593284,0.10515748049214528,3073509,"{'Back': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4805}, 'HTTP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 41206}, 'ICMP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 26215}, 'TCP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 403788}, 'UDP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 640220}, 'MITM': {'precision': 0.8421052631578947, 'recall': 0.8888888888888888, 'f1-score': 0.8648648648648649, 'support': 72}, 'Normal': {'precision': 0.553395392118903, 'recall': 0.9999982361501036, 'f1-score': 0.7124973425173142, 'support': 1700825}, 'Fing': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 171}, 'Pwd': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 200627}, 'Port': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 10165}, 'Upload': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7361}, 'Scan': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29108}, 'XSS': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3013}, 'accuracy': 0.5534019910141795, 'macro avg': {'precision': 0.09303337701845318, 'recall': 0.12592580833593284, 'f1-score': 0.10515748049214528, 'support': 3073509}, 'weighted avg': {'precision': 0.3062588557181972, 'recall': 0.5534019910141795, 'f1-score': 0.3943035673093136, 'support': 3073509}}"
Type,Proposed_Hybrid_CNN_LSTM,5,0.9758120116127853,0.8972686388148229,0.7809608790800141,0.8209898653835866,3073509,"{'Back': {'precision': 0.7708494208494209, 'recall': 0.831009365244537, 'f1-score': 0.799799699549324, 'support': 4805}, 'HTTP': {'precision': 0.927089102459684, 'recall': 0.6906033101975441, 'f1-score': 0.7915606180720713, 'support': 41206}, 'ICMP': {'precision': 0.9980203296912475, 'recall': 1.0, 'f1-score': 0.9990091841012156, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999984380247261, 'recall': 0.9999906282215488, 'f1-score': 0.9999945331078891, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9636835264160502, 'recall': 0.9999735422515544, 'f1-score': 0.9814931994959748, 'support': 1700825}, 'Fing': {'precision': 1.0, 'recall': 0.4444444444444444, 'f1-score': 0.6153846153846153, 'support': 171}, 'Pwd': {'precision': 0.9936553563682742, 'recall': 0.7650067039830133, 'f1-score': 0.8644673996305141, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.629232039636664, 'recall': 0.3931888544891641, 'f1-score': 0.48396316290886005, 'support': 1938}, 'SQL': {'precision': 0.6891314131413141, 'recall': 0.602557796360059, 'f1-score': 0.6429433684983992, 'support': 10165}, 'Upload': {'precision': 0.8714321171506577, 'recall': 0.47697323733188424, 'f1-score': 0.616505706760316, 'support': 7361}, 'Scan': {'precision': 0.9843421806377697, 'recall': 0.885495396454583, 'f1-score': 0.9323060785271192, 'support': 29108}, 'XSS': {'precision': 0.894199535962877, 'recall': 0.6395618984400929, 'f1-score': 0.7457430340557275, 'support': 3013}, 'accuracy': 0.9758120116127853, 'macro avg': {'precision': 0.8972686388148229, 'recall': 0.7809608790800141, 'f1-score': 0.8209898653835866, 'support': 3073509}, 'weighted avg': {'precision': 0.9759728154957042, 'recall': 0.9758120116127853, 'f1-score': 0.9742610091988059, 'support': 3073509}}"
Type,Inspired_CNN_LSTM,5,0.9744568829959502,0.8364651744678872,0.7206932717445313,0.7590330232932204,3073509,"{'Back': {'precision': 0.6935785536159601, 'recall': 0.4630593132154006, 'f1-score': 0.5553475602146511, 'support': 4805}, 'HTTP': {'precision': 0.838112413585813, 'recall': 0.6766975683152939, 'f1-score': 0.7488049841559696, 'support': 41206}, 'ICMP': {'precision': 0.9986285714285714, 'recall': 0.9999618539004387, 'f1-score': 0.9992947679405317, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999984380320454, 'recall': 0.9999953141107745, 'f1-score': 0.9999968760689701, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9638443264171773, 'recall': 0.9999647230020725, 'f1-score': 0.9815723429606316, 'support': 1700825}, 'Fing': {'precision': 0.9166666666666666, 'recall': 0.4502923976608187, 'f1-score': 0.6039215686274509, 'support': 171}, 'Pwd': {'precision': 0.9850150491262523, 'recall': 0.7650415946009261, 'f1-score': 0.8612035348576238, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.6292577278991928, 'recall': 0.6288243974422036, 'f1-score': 0.6290409880431039, 'support': 10165}, 'Upload': {'precision': 0.949898442789438, 'recall': 0.38119820676538513, 'f1-score': 0.5440620455647116, 'support': 7361}, 'Scan': {'precision': 0.9882444834993166, 'recall': 0.8693142778617562, 'f1-score': 0.9249721272823643, 'support': 29108}, 'XSS': {'precision': 0.846336822074215, 'recall': 0.5904414205111185, 'f1-score': 0.6956011730205278, 'support': 3013}, 'accuracy': 0.9744568829959502, 'macro avg': {'precision': 0.8364651744678872, 'recall': 0.7206932717445313, 'f1-score': 0.7590330232932204, 'support': 3073509}, 'weighted avg': {'precision': 0.9737678275286543, 'recall': 0.9744568829959502, 'f1-score': 0.9724954001953806, 'support': 3073509}}"
Type,Dataset_Authors,5,0.5533821439924204,0.036892142932828026,0.06666666666666667,0.04749912064523904,3073509,"{'Back': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4805}, 'HTTP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 41206}, 'ICMP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 26215}, 'TCP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 403788}, 'UDP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 640220}, 'MITM': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 72}, 'Normal': {'precision': 0.5533821439924204, 'recall': 1.0, 'f1-score': 0.7124868096785856, 'support': 1700825}, 'Fing': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 171}, 'Pwd': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 200627}, 'Port': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 10165}, 'Upload': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7361}, 'Scan': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29108}, 'XSS': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3013}, 'accuracy': 0.5533821439924204, 'macro avg': {'precision': 0.036892142932828026, 'recall': 0.06666666666666667, 'f1-score': 0.04749912064523904, 'support': 3073509}, 'weighted avg': {'precision': 0.3062317972896479, 'recall': 0.5533821439924204, 'f1-score': 0.39427747830625526, 'support': 3073509}}"
Type,Proposed_Hybrid_CNN_LSTM,6,0.9746608843507535,0.9131541638639923,0.7432639529100202,0.7983424883012418,3073509,"{'Back': {'precision': 0.9133685136323659, 'recall': 0.432258064516129, 'f1-score': 0.5868060460517022, 'support': 4805}, 'HTTP': {'precision': 0.8331392745185848, 'recall': 0.6772314711449788, 'f1-score': 0.7471385925221883, 'support': 41206}, 'ICMP': {'precision': 0.9985144554908011, 'recall': 0.9999618539004387, 'f1-score': 0.9992376305557673, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.9999876172645051, 'f1-score': 0.9999938085939193, 'support': 403788}, 'UDP': {'precision': 0.9999984380247261, 'recall': 0.9999906282215488, 'f1-score': 0.9999945331078891, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9638216111484815, 'recall': 0.9999711904516926, 'f1-score': 0.9815636793228686, 'support': 1700825}, 'Fing': {'precision': 0.9390243902439024, 'recall': 0.4502923976608187, 'f1-score': 0.6086956521739131, 'support': 171}, 'Pwd': {'precision': 0.9803023625668245, 'recall': 0.7650166727309884, 'f1-score': 0.8593817365353281, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.8382838283828383, 'recall': 0.3931888544891641, 'f1-score': 0.5353003161222339, 'support': 1938}, 'SQL': {'precision': 0.7103174603174603, 'recall': 0.5635022134776193, 'f1-score': 0.6284491743924515, 'support': 10165}, 'Upload': {'precision': 0.9674465920651069, 'recall': 0.3875832088031517, 'f1-score': 0.553443258971872, 'support': 7361}, 'Scan': {'precision': 0.9704006602641057, 'recall': 0.8886560395767487, 'f1-score': 0.9277311527150132, 'support': 29108}, 'XSS': {'precision': 0.8452987494210282, 'recall': 0.6057085960836376, 'f1-score': 0.7057231245166279, 'support': 3013}, 'accuracy': 0.9746608843507535, 'macro avg': {'precision': 0.9131541638639923, 'recall': 0.7432639529100202, 'f1-score': 0.7983424883012418, 'support': 3073509}, 'weighted avg': {'precision': 0.9743935243428151, 'recall': 0.9746608843507535, 'f1-score': 0.9727912615071094, 'support': 3073509}}"
Type,Inspired_CNN_LSTM,6,0.975104676771729,0.844852996213801,0.744668606964553,0.7734586348746012,3073509,"{'Back': {'precision': 0.7026340844176452, 'recall': 0.9215400624349636, 'f1-score': 0.7973350139551634, 'support': 4805}, 'HTTP': {'precision': 0.9343618800559784, 'recall': 0.6643207299907781, 'f1-score': 0.7765343318724027, 'support': 41206}, 'ICMP': {'precision': 0.9981343283582089, 'recall': 1.0, 'f1-score': 0.9990662931839402, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999984380320454, 'recall': 0.9999953141107745, 'f1-score': 0.9999968760689701, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9305555555555556, 'f1-score': 0.9640287769784173, 'support': 72}, 'Normal': {'precision': 0.9638361126569639, 'recall': 0.999964135052107, 'f1-score': 0.9815678003395276, 'support': 1700825}, 'Fing': {'precision': 1.0, 'recall': 0.4444444444444444, 'f1-score': 0.6153846153846153, 'support': 171}, 'Pwd': {'precision': 0.9842624717025902, 'recall': 0.7649967352350382, 'f1-score': 0.8608873681848778, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.637292594091461, 'recall': 0.6196753566158386, 'f1-score': 0.6283605167340017, 'support': 10165}, 'Upload': {'precision': 0.9266447368421052, 'recall': 0.3826925689444369, 'f1-score': 0.5416786847418518, 'support': 7361}, 'Scan': {'precision': 0.9699635352054434, 'recall': 0.8864229765013055, 'f1-score': 0.926313522052092, 'support': 29108}, 'XSS': {'precision': 0.8182706399609184, 'recall': 0.5559243279123797, 'f1-score': 0.6620553359683794, 'support': 3013}, 'accuracy': 0.975104676771729, 'macro avg': {'precision': 0.844852996213801, 'recall': 0.744668606964553, 'f1-score': 0.7734586348746012, 'support': 3073509}, 'weighted avg': {'precision': 0.9747893706167048, 'recall': 0.975104676771729, 'f1-score': 0.9731921941622692, 'support': 3073509}}"
Type,Dataset_Authors,6,0.5533821439924204,0.036892142932828026,0.06666666666666667,0.04749912064523904,3073509,"{'Back': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 4805}, 'HTTP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 41206}, 'ICMP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 26215}, 'TCP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 403788}, 'UDP': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 640220}, 'MITM': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 72}, 'Normal': {'precision': 0.5533821439924204, 'recall': 1.0, 'f1-score': 0.7124868096785856, 'support': 1700825}, 'Fing': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 171}, 'Pwd': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 200627}, 'Port': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3995}, 'Rans': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 1938}, 'SQL': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 10165}, 'Upload': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 7361}, 'Scan': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 29108}, 'XSS': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 3013}, 'accuracy': 0.5533821439924204, 'macro avg': {'precision': 0.036892142932828026, 'recall': 0.06666666666666667, 'f1-score': 0.04749912064523904, 'support': 3073509}, 'weighted avg': {'precision': 0.3062317972896479, 'recall': 0.5533821439924204, 'f1-score': 0.39427747830625526, 'support': 3073509}}"
Type,Proposed_Hybrid_CNN_LSTM,7,0.9763452783121832,0.9093579145413209,0.791217747286723,0.8307191539139284,3073509,"{'Back': {'precision': 0.7934120335110434, 'recall': 0.8672216441207076, 'f1-score': 0.8286765437009049, 'support': 4805}, 'HTTP': {'precision': 0.9376645053604673, 'recall': 0.7089258845799156, 'f1-score': 0.8074074074074074, 'support': 41206}, 'ICMP': {'precision': 0.9986286236714792, 'recall': 1.0, 'f1-score': 0.999313841344871, 'support': 26215}, 'TCP': {'precision': 0.999997523452901, 'recall': 0.999997523452901, 'f1-score': 0.999997523452901, 'support': 403788}, 'UDP': {'precision': 0.9999984380320454, 'recall': 0.9999953141107745, 'f1-score': 0.9999968760689701, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.9638377717933373, 'recall': 0.9999647230020725, 'f1-score': 0.981568943969255, 'support': 1700825}, 'Fing': {'precision': 1.0, 'recall': 0.4444444444444444, 'f1-score': 0.6153846153846153, 'support': 171}, 'Pwd': {'precision': 0.995266164750436, 'recall': 0.7649967352350382, 'f1-score': 0.8650700605350078, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.744390243902439, 'recall': 0.3937048503611971, 'f1-score': 0.5150185622679717, 'support': 1938}, 'SQL': {'precision': 0.7303499713138267, 'recall': 0.6261682242990654, 'f1-score': 0.6742584745762712, 'support': 10165}, 'Upload': {'precision': 0.9450577663671373, 'recall': 0.5000679255535933, 'f1-score': 0.6540511727078892, 'support': 7361}, 'Scan': {'precision': 0.9863914547458851, 'recall': 0.8914731345334616, 'f1-score': 0.9365334295768294, 'support': 29108}, 'XSS': {'precision': 0.8079780993351584, 'recall': 0.6856953202787919, 'f1-score': 0.7418312387791742, 'support': 3013}, 'accuracy': 0.9763452783121832, 'macro avg': {'precision': 0.9093579145413209, 'recall': 0.791217747286723, 'f1-score': 0.8307191539139284, 'support': 3073509}, 'weighted avg': {'precision': 0.9766653895581234, 'recall': 0.9763452783121832, 'f1-score': 0.9748520599712698, 'support': 3073509}}"
Type,Inspired_CNN_LSTM,7,0.9756561636878239,0.8894830889725195,0.7612541959469267,0.7875329323158161,3073509,"{'Back': {'precision': 0.7094291212315587, 'recall': 0.9207075962539022, 'f1-score': 0.8013766868943031, 'support': 4805}, 'HTTP': {'precision': 0.9354795573830776, 'recall': 0.6791001310488763, 'f1-score': 0.7869345744456473, 'support': 41206}, 'ICMP': {'precision': 0.9986286236714792, 'recall': 1.0, 'f1-score': 0.999313841344871, 'support': 26215}, 'TCP': {'precision': 1.0, 'recall': 0.999997523452901, 'f1-score': 0.9999987617249172, 'support': 403788}, 'UDP': {'precision': 0.9999984380320454, 'recall': 0.9999953141107745, 'f1-score': 0.9999968760689701, 'support': 640220}, 'MITM': {'precision': 1.0, 'recall': 0.9861111111111112, 'f1-score': 0.993006993006993, 'support': 72}, 'Normal': {'precision': 0.963837873434824, 'recall': 0.9999206267546632, 'f1-score': 0.9815477518257317, 'support': 1700825}, 'Fing': {'precision': 0.8764044943820225, 'recall': 0.45614035087719296, 'f1-score': 0.6, 'support': 171}, 'Pwd': {'precision': 0.9913964604056323, 'recall': 0.7650415946009261, 'f1-score': 0.8636336781573624, 'support': 200627}, 'Port': {'precision': 0.7373961218836566, 'recall': 0.9994993742177722, 'f1-score': 0.8486716259298619, 'support': 3995}, 'Rans': {'precision': 0.7931034482758621, 'recall': 0.023735810113519093, 'f1-score': 0.04609218436873747, 'support': 1938}, 'SQL': {'precision': 0.6979034307496823, 'recall': 0.648401377274963, 'f1-score': 0.6722423377020755, 'support': 10165}, 'Upload': {'precision': 0.7856045644064077, 'recall': 0.4863469637277544, 'f1-score': 0.6007719416009397, 'support': 7361}, 'Scan': {'precision': 0.9860591245894126, 'recall': 0.8869382987494847, 'f1-score': 0.933875926930729, 'support': 29108}, 'XSS': {'precision': 0.867005076142132, 'recall': 0.5668768669100565, 'f1-score': 0.6855308047361028, 'support': 3013}, 'accuracy': 0.9756561636878239, 'macro avg': {'precision': 0.8894830889725195, 'recall': 0.7612541959469267, 'f1-score': 0.7875329323158161, 'support': 3073509}, 'weighted avg': {'precision': 0.9758419421271934, 'recall': 0.9756561636878239, 'f1-score': 0.973918410218403, 'support': 3073509}}"
